segment,avg_order_value
Northeast,127.10749381367681
Northeast,102.13044754196027
Northeast,129.84830412950745
Northeast,105.37977494659017
Northeast,131.80626905613678
Northeast,137.37893368511106
Northeast,107.68976522472434
Northeast,134.45064193866483
Northeast,126.19171390404748
Northeast,132.33090239991736
Northeast,148.4518947398092
Northeast,116.31917825995694
Northeast,108.69395753463766
Northeast,106.65728355561716
Northeast,107.76284572551843
Northeast,118.84347435878844
Northeast,125.11727962224965
Northeast,124.15036198995028
Northeast,132.40774873554037
Northeast,120.1950283781686
Northeast,141.80301115735975
Northeast,116.03014750143066
Northeast,160.8025374988443
Northeast,129.38501021647508
Northeast,107.14263665375576
Northeast,103.93661252908332
Northeast,127.23708622864778
Northeast,116.64805822011223
Northeast,130.71000741138138
Northeast,127.09856436860318
Northeast,118.9075663101469
Northeast,107.29809422897392
Northeast,97.27729162971202
Northeast,113.30227571899468
Northeast,132.84598191485208
Northeast,123.21140616195306
Northeast,101.31391831932018
Northeast,122.59771388776772
Northeast,125.77976069593255
Northeast,106.742138456983
Northeast,122.30587658918292
Northeast,120.87313077669
Northeast,102.85544553254066
Northeast,125.36681040522424
Northeast,128.41176789552352
Northeast,136.24576864762915
Northeast,135.80703078052355
Northeast,99.33495948064363
Northeast,105.93262440127316
Northeast,127.7255290081299
Northeast,127.70678926368313
Northeast,127.72571529459071
Northeast,177.7909723598208
Northeast,128.56335766039751
Northeast,137.033484602709
Northeast,134.31002645239803
Northeast,129.77086876958697
Northeast,115.27096133039481
Northeast,131.384538307399
Northeast,108.40762178193643
Northeast,116.44772089889986
Northeast,112.71954678256346
Northeast,121.22811209079484
Northeast,154.71987850010262
Northeast,91.99102211112377
Northeast,130.29390285561772
Northeast,95.80926193215522
Southwest,91.50522641579019
Southwest,119.6011107454126
Southwest,101.15704034371834
Southwest,80.60059399727248
Southwest,87.12453323332058
Southwest,112.23275948082417
Southwest,86.85340062909154
Southwest,103.89625461247554
Southwest,100.82029311826865
Southwest,88.2711937430953
Southwest,138.59099360785586
Southwest,111.4105424017242
Southwest,63.54743344016307
Southwest,103.3561776658497
Southwest,88.08784363416902
Southwest,115.34380002633203
Southwest,85.7346267082114
Southwest,97.93474405359582
Southwest,109.08977102164823
Southwest,115.58359349506219
Southwest,78.39466467299603
Southwest,93.97897775486292
Southwest,91.4509843991028
Southwest,88.24007381367319
Southwest,131.77817632505975
Southwest,107.2896707972972
Southwest,77.30408882196919
Southwest,116.52151504698597
Southwest,138.1988115462274
Southwest,118.58437468992064
Southwest,72.65134061282775
Southwest,91.28378668840747
Southwest,122.80440068535921
Southwest,87.26194961886195
Southwest,107.9887497066321
Southwest,113.94341296172806
Southwest,83.31525151159451
Southwest,98.9285435908876
Southwest,41.657187878756694
Southwest,81.56102245598278
Southwest,95.45377327492311
Southwest,77.53990272463271
Southwest,129.38340347076942
Southwest,74.2574551967086
Southwest,92.0791992394543
Southwest,102.35333039114964
Southwest,125.94291920319007
Southwest,74.15448127877009
Southwest,120.93694753878927
Southwest,100.18419509835256
Southwest,82.33284428113689
Southwest,108.31786253673887
Southwest,103.58307452032246
Southwest,89.1960962111417
Southwest,101.25643752982035
Southwest,93.06435525648833
Southwest,102.04331221452246
Southwest,111.91835214137883
Southwest,128.54830269061634
Southwest,77.71932102111671
Southwest,138.3946007438128
Southwest,64.86241960859496
Southwest,97.2678682893595
Southwest,110.58970971672237
Southwest,105.05785361923058
Southwest,88.7914086432293
Southwest,96.25379949356905
Southwest,91.125983176141
Southwest,89.3914343750042
Southwest,115.29283774637845
Southwest,106.42627874737086
Southwest,87.52762728530823
Southwest,116.19279775779852
Southwest,105.53139137577897
Southwest,114.63151813910129
Southwest,111.33331915462502
Southwest,85.07808980340269
Southwest,89.91674127645454
Southwest,113.45128489221871
Southwest,110.98666477780236
Southwest,99.62377130864533
Southwest,102.11189289955807
Southwest,122.99796812419164
Southwest,89.35171500095507
Southwest,109.84775286106068
Southwest,96.36053225618991
Southwest,96.08173834191004
Southwest,119.77798333576942
Southwest,114.85749428178454
Southwest,114.6431734480115
Southwest,123.49861852877793
Southwest,100.37806914938966
Southwest,112.27515348330935
Southwest,94.4151983813178
Southwest,105.83499434479195
Southwest,97.65742502138168
Southwest,101.74592736986892
Southwest,110.71282645786445
Southwest,85.2720277017975
Southwest,137.66297096233828
Southwest,81.89168713300536
Southwest,78.14460496982082
Southwest,120.84599572300122
Southwest,114.24992849133285
Southwest,111.23415670693879
Southwest,111.31021916675704
Southwest,99.77955808875554
Southwest,83.84942131325504
Southwest,101.36448204748707
Southwest,87.81108919278199
Southwest,117.55215520151953
Southwest,97.35296713296151
Southwest,85.14105045773479
Southwest,94.21505485024612
Southwest,107.43276617696124
Southwest,89.85295804952845
Southwest,85.20003287980424
Southwest,104.38636980685442
Southwest,104.409398279957
Southwest,90.87502284331967
Southwest,91.52131049887019
Southwest,104.17689887243745
Southwest,73.93448185304817
Southwest,74.665652061222
Southwest,87.06800401745615
Southwest,96.15795126918675
Southwest,105.59633618076408
Southwest,126.55641190509193
Southwest,115.43787321763635
Southwest,97.12110646065831
Southwest,99.65770825775161
Southwest,81.95447143651944
Southwest,99.66676355213698
Southwest,94.80414449943751
Southwest,105.80893408608561
Southwest,85.10984301605819
Southwest,109.34823725634111
Southwest,127.5893004340464
Southwest,98.04231732777656
Southwest,107.23081099778095
Southwest,112.42259185080003
Southwest,92.77803150605494
Southwest,104.0336646725875
Southwest,100.2266632140723
Southwest,101.75816977387898
Southwest,86.0858238906016
Southwest,100.44118313666097
Southwest,108.96396924241809
Southwest,126.12058494031075
Southwest,117.26687486953372
Southwest,138.757284235208
Southwest,86.1877438680151
Southwest,115.70177146097221
Southwest,103.30015610329033
Southwest,139.4164527979181
Southwest,85.45063086360727
Southwest,84.88500684074603
Southwest,89.2109323820076
Southwest,61.769876962423474
Southwest,90.5364096097463
Southwest,86.33561209203344
Southwest,102.70708815657174
Southwest,106.15160756398888
Southwest,133.77107510588596
Southwest,117.10762908734891
Southwest,89.61573419807675
Southwest,83.82853591572956
Southwest,108.8545450871171
Southwest,76.23580227362844
Southwest,132.96625778537836
Southwest,121.22992217298317
Southwest,91.55483826211531
Southwest,69.1635784763642
Southwest,124.36970273497744
Southwest,97.93828278545288
Southwest,122.28069361552231
Southwest,71.3003021417014
Southwest,89.21124958683208
Southwest,100.0943865949273
Southwest,100.84565068776536
Southwest,91.89882151337362
Southwest,111.21129878225497
Southwest,80.7828322711133
Southwest,97.43716926961672
Southwest,102.16532137081418
Southwest,109.25989901305748
Southwest,112.80906780560001
Southwest,79.75644234691836
Southwest,72.3859449267588
Southwest,122.99818279417316
Southwest,105.98165221563265
Southwest,86.52724234198203
Southwest,127.92073555940541
Southwest,102.08214341727145
Southwest,121.22734931314888
Southwest,101.21533266538196
Southwest,137.09346264787575
Southwest,131.5961351639777
Southwest,95.51864532737667
Southwest,117.4882771171784
